price_actual,total_renewable_energy
42.75,8184
41.93,8147
42.62,8011
42.42,7701
45.58,7063
50.37,7351
53.38,8281
54.51,9473
53.86,9616
54.49,10214
55.05,10221
55.05,10210
54.04,9767
52.81,10007
52.35,10069
52.37,10237
52.73,9791
55.33,10107
56.21,10655
55.58,9466
52.65,7165
48.2,6207
45.16,5548
44.5,5219
44.05,4787
43.37,4387
44.07,4053
44.61,3649
50.63,4265
53.23,6257
56.82,7780
56.27,8353
56.03,9639
55.68,9711
55.86,10130
56.06,10402
55.51,10015
54.06,9541
53.62,9220
53.74,9073
54.01,8860
55.79,9178
56.89,8820
57.33,8216
54.73,5744
51.33,4651
50.36,4250
49.85,3969
46.81,3641
45.5,3154
46.47,3124
48.16,3054
51.58,4047
52.87,5243
55.24,6771
56.1,7896
55.68,8251
56,8720
56.07,9695
55.8,10099
55.63,9748
54.09,9852
53.61,9586
53.79,9352
53.8,8620
56.17,9079
56.75,9852
57.26,8784
54.97,6694
51.58,5017
48.05,4550
45.77,4274
43.9,3723
43.09,3620
43.41,3520
45.19,3470
50.25,4079
53.42,6154
57.08,7170
57.57,8288
57.11,8956
57.38,9368
57.44,9908
57.27,9745
56.01,9529
54.78,9306
54.47,9142
54.27,9168
54.31,8940
55,8185
57.39,8315
58.31,7963
55.85,6701
52.67,5794
53.59,5510
53.28,5619
52.75,5718
50.96,5355
48.45,5323
45.7,5536
46.13,5449
48.85,5936
49.55,6041
53.66,7024
50.98,9016
46.19,10508
45.35,11176
45.14,11440
43.33,12147
41.31,12284
39.64,12858
41.61,12198
45.14,10713
49.16,9446
48.7,9541
53.89,9200
47.78,8681
45.5,8521
41.21,8340
41.1,7554
41.07,6988
40.98,6605
41.24,5698
41.07,5074
42.01,4819
41.97,4675
43.49,4919
44.43,5913
45.37,6538
45.97,7680
48.3,8312
51.44,8779
48.98,9280
42.69,9056
41.25,8684
40.8,8561
42.81,8898
48.62,8020
51.99,8147
55.93,8533
55.26,7729
47.24,6394
50.39,5430
45.96,5090
44.16,4595
42.52,4486
41.97,4312
43.57,4041
48.89,4116
53.53,4712
55.14,6192
56.72,6048
57,7188
58.07,8305
58.27,9083
57.96,9361
57.82,8690
55.96,8429
55.35,8159
55.65,7710
56.08,7386
60.79,9058
58.86,9112
59.06,8390
55.36,6060
49.44,5408
46.08,5177
44.12,5146
41.91,4825
40.06,4585
40.42,4424
41.56,4596
47.75,5264
53.22,6353
56.47,7207
55.38,7971
55.17,9588
54.46,11444
55.52,11787
55.61,11477
53.69,11084
52.18,11266
51.65,11571
51.74,11641
52.53,11467
55.86,11390
56.16,11317
55.08,10861
51.55,9964
46.84,9754
44.85,9930
40.07,9143
37.77,8760
37.37,8308
37.57,8163
38.22,7891
45.04,7693
51.91,8726
55.01,8926
56.4,10211
55.81,11402
55.61,12790
54.6,12223
54.2,11817
53.18,11735
51.12,11919
51.01,12115
53.6,11672
54.61,11521
55.85,11292
58.65,11975
56.14,10368
53.12,8994
47.68,7722
45.95,7568
42.32,7790
38.24,8081
38,8290
38.37,8277
38.97,8036
43.33,7241
51.57,7779
53.47,7468
53.71,8319
53.47,9943
52.79,11284
53.26,11438
53.63,11171
52.29,10638
51.07,10175
51.64,9904
53.37,9666
54.6,9686
58.44,10508
60.61,10571
58.62,9146
55.43,7191
51.01,6265
47.85,5758
44.85,5774
43.28,5675
42.48,5866
42.91,5809
43.51,5568
47.79,5578
53.79,7805
55.91,8550
56.1,8500
55.53,9278
55,10203
55.81,10344
55.68,10306
53.12,10323
49.8,10278
50.28,10094
54.25,9960
54.59,9527
56.26,10548
56.92,10943
56.54,9119
54.95,7202
51,6583
52.04,21139
48.19,20452
46.4,18788
45.48,17899
45.3,17579
45.36,17294
45.94,17256
48.03,17817
52.1,18125
55.52,18886
54.9,20510
54.11,22061
54.9,23220
56.18,22846
53.78,22563
48.88,20935
48.07,20116
48.89,19419
55.71,21078
56.31,22071
58.84,22623
58.82,22627
57.98,22023
54.48,20193
51.58,20308
48.7,20729
47.07,20105
47.39,19618
46.46,19593
46.75,19749
47.04,18551
48.81,18939
49.04,19331
54.18,20362
54.87,21448
54.29,21794
54.7,21635
54.99,20968
53.04,20546
47.92,20536
46.39,20562
45.96,21120
50.37,21599
57.29,22034
61.34,21794
65.75,20815
61.96,20141
58.48,18989
51.76,19119
48.18,19283
46.1,18702
45,18776
45,18301
45.92,18584
51.87,18787
57.09,18957
61.49,21016
61.15,22148
60.14,24402
59.63,25313
59.44,25314
59.17,25307
58.63,25145
55.38,25065
55.49,24156
57.29,22917
60.72,21107
63.53,20831
66.21,20617
64.35,19618
61.96,18859
59.46,17280
56.25,16459
55.1,17035
53.63,17176
52.89,17282
53.07,17462
53.57,17348
56.79,17107
59.3,17403
64.32,17587
64.68,18093
64,19470
63.77,20876
64.05,22421
64.09,22783
63.56,22962
61.94,22518
61.63,22218
61.85,21672
62.44,20985
64.81,19539
65.96,19552
65.4,19176
61.94,18102
58.07,16462
53.32,12989
49.1,13638
46.47,13947
45.57,13603
45.01,13478
46.43,12558
55.51,12582
57.74,13940
62.46,15865
62.39,16456
61.76,16923
60.9,17788
62.16,18247
62.88,18495
61.72,17196
60.01,16483
60.2,16430
60.86,16600
61.39,16676
65.86,16280
67.18,15827
66.78,16908
62.46,15706
61.09,14773
57.27,7679
56.16,7576
53.74,8101
52.5,8342
52.52,8353
53.93,8576
58.03,8361
61.72,10465
65.6,12131
66.38,13968
65.95,14776
64.47,15550
63.11,16126
62.82,16213
61.75,16023
60.04,15301
59.74,14805
57.19,14636
61.36,13853
65.61,13078
67.93,12336
63.44,11988
61.08,11649
60.12,10093
58.31,8241
57.49,7364
56.62,6805
55.92,6607
55.8,6146
56.68,5848
58.67,5855
63.37,5994
67.15,6329
68.21,7547
68.54,9132
67.1,9704
65.64,10826
66.08,11348
63.79,11392
62.16,11923
61.68,12082
62.1,11982
61.99,11175
68.8,10379
70.64,10406
67.54,11107
63.8,12086
57.25,10930
58.8,14559
56.23,15247
53.58,15958
50.36,16305
49.98,16052
49.72,16094
50.13,16517
54.86,14818
57.67,13941
59.56,14956
60.22,16703
60.53,17919
60.47,20049
59.49,19969
59.46,19276
52.07,18795
50.46,18600
50.49,18764
53.8,18532
61.74,17937
63.43,17335
61.54,16807
59.49,16500
55.05,15624
50.64,6153
49.73,5785
47.75,5598
47.29,5559
46.91,5304
45.93,4958
45.84,4489
46.95,4349
48.4,4543
49.36,5580
49.82,7184
50.15,8343
50.28,8898
51.62,9278
50.14,8919
48.6,8410
47.89,8015
47.57,7623
48.99,6971
59.52,6194
61.17,6518
59.47,7243
57.63,6090
50.65,5395
50.85,7775
46.48,8275
45.89,8019
45.42,7490
45.32,7088
47.96,6229
58.35,6723
61.86,8694
66.59,8860
67.87,9363
67.74,10137
66.93,10718
65.9,10961
66.24,10723
65.03,10082
61.63,10165
62.43,9927
64.66,9646
67.6,9284
72.79,8885
76.54,10141
74.57,9546
67.44,7638
63.71,5884
63.37,9010
58.66,8723
55.06,9054
51.14,9121
51.33,9171
56.46,8768
64.02,8691
64.72,9706
67.87,10482
68.71,11287
68.23,12021
67.54,12469
67.62,12721
67.43,12430
64.61,12098
63.12,11712
62.28,10772
63.42,9888
64.2,10833
66.09,11407
69.97,11336
68.66,10338
63.38,8482
56.65,8084
53.26,8125
51.13,8661
48.92,8643
48.7,9094
50.61,8768
52.89,7966
55.72,7189
55.2,6682
58.47,6647
59.06,7727
59.93,8641
59.98,9167
60.32,9343
60.39,8917
58.57,8075
58.58,7124
58.75,6599
60.47,7931
62.01,8536
71.08,8744
71.01,8611
66.3,7195
61.34,6306
61.8,4714
56.71,4161
52.38,4066
48.94,4051
49,3861
54.37,4391
63.13,5958
66.44,5584
68.14,6226
68.54,6759
69.07,7414
69.56,7821
69.55,8148
69.8,8064
67.96,8192
65.9,8289
64.54,8574
65.15,8244
65.04,8043
69.24,7949
72.29,8625
72.3,8203
66.59,7277
62.72,7197
62.74,7063
55.78,6379
51.9,6915
49.41,7741
48.29,8391
51.31,8851
60.14,8445
63.98,9207
66.09,9961
67.32,10749
67.31,11719
66.59,12107
66.84,12492
66.14,12567
64.43,11748
60.69,11378
60.02,11114
60.84,10825
64.62,10093
69.45,8953
72.74,10303
68.84,9284
64.65,7965
60.91,7284
56.86,7031
52.98,6831
50.34,7439
49.65,8067
48.32,8151
47.38,8168
50.34,7756
53.21,8194
53.86,8039
54.81,8604
55.02,9628
52.22,11503
51.18,12894
50.56,12759
50.05,12321
46.72,12857
47.45,13424
52.25,12991
58.71,11328
64.58,10753
62.05,10608
61.9,10059
57.44,8961
54.64,8695
50.38,8977
48.33,8849
47.34,8978
46.64,9082
46.1,8574
46.28,7908
47.06,7372
47.88,7143
48.8,7097
51.74,7748
52.48,7850
50.84,8132
50.72,9094
50.96,9445
51.23,9768
50.47,9498
50.64,9035
50.64,7642
59.38,6788
66.65,8348
69.75,8843
69.06,7764
66.45,6730
62.39,5136
59.56,4578
56.91,3660
54.61,3622
53.94,3509
54.46,3663
55.68,3548
58.69,4418
68.92,7013
73.99,7379
73.54,7229
74.81,8060
74.36,8647
74.16,8478
71.61,8765
70.42,8092
67.13,7786
66.38,7212
68.02,7380
71.92,6231
83.18,6507
86.4,7728
70.35,6727
61.21,4616
60.24,4417
61.94,4857
57.08,4250
51.64,3666
48.58,3960
48.55,4304
51.97,4542
62.21,5812
64.8,6654
67.51,7412
68.6,8276
69.58,8615
69.63,8856
70.28,9297
70.74,9059
70.02,8183
67.59,8037
66.5,7951
68.15,7731
68.38,7234
71.55,7425
74.68,8396
72.06,8172
64.73,6760
60.84,5827
61.11,5033
57.18,5016
51.7,4899
50.98,5146
51.17,5338
53.6,5101
65.28,6415
67.75,6701
70.47,7170
70.77,7525
71.94,7951
72.11,8466
72.65,8397
72.85,8005
70.14,7437
68.39,7021
68.21,6722
68.61,6591
70.27,6322
74.47,6940
76.73,7775
75.57,7651
65.05,6730
60.19,6139
63.93,6527
58.97,5361
55.61,5409
51.47,5454
51.23,5338
57.67,5286
64.33,6579
66.55,6921
72.05,7293
71.2,7782
72.09,8171
71.27,8648
71.97,8735
71.99,8907
69.05,9374
66.81,9142
66.7,9022
67.14,8988
67.51,8425
72.02,8442
75.43,9029
74.3,8933
65.04,7850
60.39,7713
61.77,7347
57.26,6793
53.14,6465
49.47,6751
48.93,6499
55.44,6097
61.22,6984
65.96,6939
71.93,6943
70.92,7449
71.36,7910
71.07,8392
71.17,8417
71.89,8031
69.41,7592
67.72,7395
67.42,6854
67.36,6506
68.19,6199
72.44,6603
75.13,7345
73.47,6880
67.78,5967
64.99,6106
60.99,5517
58.02,5173
55.77,4839
52.78,4626
48.6,5749
49.23,5552
53.31,5746
60.35,6322
64.21,7268
67.07,8294
69.06,8899
68.05,9569
64.29,9440
62.21,8951
57.34,6967
53.49,7097
53.46,6893
57.87,7161
59.36,7466
64.33,8452
68.48,9650
62.77,9979
57.59,8760
53.63,10030
47.45,11842
46.52,13134
44.68,14192
41.34,14784
38.88,15076
39.89,15201
40.5,15326
41.53,15822
42.76,15565
46.81,14680
48.29,14417
48.78,14565
48.83,14478
47.25,14667
42.57,15086
41.28,14560
42.61,13841
49.18,11940
51.2,10355
61.84,10861
70.87,12464
63.78,10871
61.46,9782
56.8,8999
53.34,7917
50.26,7457
46.57,8244
45.29,8343
42.35,7875
47.66,7283
58.23,6909
62.82,7805
67.11,8750
66.75,9467
68.66,9903
69.06,10070
69.26,10519
68.85,10071
67.81,8973
64.84,8310
64.83,8138
66.34,7940
68.02,7712
71.8,8472
75.07,9888
71.97,9016
62.44,7905
59.23,6732
59.09,6287
51.27,6289
47.94,6577
46.16,6589
46.24,6155
51.34,5730
64.46,6298
66.35,7012
71.02,8303
69.98,8917
70.98,9069
70.9,9115
71.41,9344
70.46,9424
69.27,8374
68.17,8127
68.6,7783
69.54,7411
70.88,6982
76.15,7760
78.11,8560
77.04,7901
70.24,6177
66.9,5152
65.5,4344
57.75,3664
53.11,3466
51.16,3289
50.38,3158
54.21,2940
66.85,4040
72.01,6011
73.34,7286
71.69,7525
71.91,8151
72.51,8639
72.43,8994
72.5,9089
71.01,8493
69.18,8711
69.03,8435
69.62,7854
69.31,7046
72.28,7669
73.93,8707
72.54,8495
67.27,7028
62.62,6571
59.17,6225
53.16,6358
50.33,6876
47.45,8409
46.6,8623
48.86,7547
57.64,6756
65.86,7775
68.68,8629
68.04,8537
68.23,9602
68.59,10146
68.87,10342
68,10276
66.97,9264
66.11,8965
66.43,9215
67.34,8872
68.48,8504
72.22,9079
73.96,9677
72,7636
64.81,6262
56.14,5083
51.68,4989
49.61,5463
48.92,5832
49.44,5879
49.15,5683
64,5709
70.64,7270
73.4,8608
72.16,8928
72.13,9526
71.66,10084
70.19,9623
67.17,9359
64.9,8921
62.84,8704
62.58,8342
66.77,8826
71.53,8094
74.33,8395
76.17,9212
65.48,7336
63.3,6132
58.7,4799
60.68,5096
56.59,5047
55.28,5079
52.89,5223
52.45,5130
52.26,5134
53.4,5416
57.77,5450
60.31,5097
64.24,6183
65.39,7227
62.64,8353
60.9,8653
59.67,8602
59.71,8431
54.22,8199
53.46,8100
57.07,7531
65.04,7606
72.03,8365
72.26,8462
68.96,7108
65.7,5347
61.15,4430
61,4564
57.14,5184
58.75,4940
56.92,4856
56.23,4721
55.93,4699
55.18,4690
55.22,5009
54.18,5100
54.37,5658
55.58,7013
55.76,7792
55.01,8025
56.51,8632
58.37,9009
57.4,8469
55.42,8810
55.21,8099
57.7,6342
65.76,5695
69.23,6004
72.1,6356
71.39,6020
67.64,5431
65.98,5079
58.57,4256
54.83,4078
54.1,4104
53.65,4402
53.45,4463
54.12,4278
56.72,4144
63.65,4175
68.55,4978
63.62,6549
62.47,7467
61.51,8207
62.92,8634
63.07,8754
61.91,8592
61.36,8527
61.25,7671
67.11,6829
71.68,8011
72.1,8322
70.44,7111
68.65,6953
59.29,6368
53.25,6773
54.88,19005
51.41,18431
49.24,18874
49.8,18220
49.37,17753
49.34,16966
50.24,18713
51.28,20966
54.33,21987
55.91,22640
55.68,23671
54.28,24357
54.19,25776
54.43,26099
54.66,26497
54.21,25379
54.04,24165
61.07,22976
72.92,23401
75.83,23256
74.29,22487
70.2,22339
65.99,21870
62.21,21138
63.41,19452
57.1,19294
54.47,18673
53.75,18354
53.55,18473
53.7,18788
64.04,16605
71.32,16824
74.35,17397
72.83,17268
71.77,17341
71.57,18074
70.79,18057
70.6,18866
71.37,19476
71.51,19994
71.68,20520
72.36,21477
78.37,21365
79.95,21451
80.58,20729
76.53,20685
67.97,20194
62.75,20873
66.07,15553
61.98,15612
59.08,15650
56.61,15911
56.47,15685
57.79,15738
66.43,15638
71.48,16657
74.99,18252
74.92,19071
73.51,20570
71.85,20670
70.66,20646
70.67,21030
71.03,21093
69.58,20597
74.83,20349
75.07,19727
77.86,18701
79.53,18407
79.51,18578
75.51,18200
71.51,17298
65.01,16641
63.55,15713
58.75,16127
54.11,16537
53.33,16043
53.34,15775
57.19,15112
67.53,15276
67.46,17016
71.97,17873
72.23,18637
72.41,19851
72.15,19760
71.95,19709
72.05,20001
71.37,20237
70.62,20578
70.92,20501
71.83,20715
77.43,20146
78.98,19519
78.7,19545
69.85,19136
63.6,18256
62.25,17540
60.19,14703
56.02,14977
52.54,15295
50.9,15566
48.8,15727
48.57,15345
49.18,14857
52.66,14391
57.85,15529
62.6,16941
64.9,17167
62.97,17142
60.78,17076
56.73,16773
53.76,15881
52.45,15681
52.82,15327
59.07,15232
66.15,14398
68.48,13931
64.78,13831
59.46,14499
55.97,14090
54.58,13172
51.67,9776
49.23,9982
47.03,9185
44.26,8102
39.1,7712
40.77,7623
39.73,7194
43.59,6695
43.4,6830
50.86,9564
51.55,11764
50.56,12296
51.13,12718
51.8,12721
47.69,12266
48.36,11362
54.41,11246
58.35,11728
72.44,11769
76.06,11674
74.13,11175
72.97,11516
68.39,11795
63.62,11315
55.38,9235
51.22,8512
49.58,8052
48.88,7926
48.81,7384
49.43,6507
66.19,5727
68.51,6808
73.24,8400
70.92,11130
71.5,13083
68.08,13427
67.4,14274
66.8,14831
65.21,14687
64.85,14604
64.76,14537
66.66,14127
77.69,13837
74.88,13597
74.92,12709
73.42,11336
67.52,11640
65.1,10130
56.93,14885
53.54,14998
50.68,15064
48.42,15047
48.15,14809
50.43,14584
62.17,14304
64.19,13631
69.56,12725
68.76,13425
67.55,15289
65.68,16363
64.21,16877
64.37,17218
60.79,17086
56.55,16868
56.7,17233
64.44,17084
68.65,16542
70.02,16165
70.28,15207
67.26,14446
60.99,13881
52.4,12517
47.73,5142
47.21,4910
44.1,5141
41.56,5146
40.47,4848
45.96,4542
48.22,4137
52.59,4019
61.63,4101
62.98,5058
63.03,6524
61.42,8041
62.8,8792
63.05,9331
60.01,9535
59.94,9928
62.18,9972
64.58,9493
70.11,8905
73.46,7449
74.75,8195
72.26,8889
66.26,8579
64.45,7454
61.43,5569
56.43,4538
52.82,4042
49.5,4507
49.73,4984
54.31,5096
63.93,6879
69.85,7594
73.46,8553
71.7,9485
70.64,10155
69.14,10770
69.27,10968
68.77,11232
65.68,10866
65.47,10508
65.29,10245
70.74,9987
76.6,9156
78.14,9294
78.3,10053
74.6,9004
66.88,7720
64.19,7147
63.93,6676
59.62,6347
53.62,6948
52.21,7215
51.77,7629
52.82,7653
60.78,7086
65.62,8174
73.86,10073
73.3,11462
73.38,12442
72.69,12572
69.43,11450
66.59,11286
69.34,11079
68.8,10439
70.01,9977
73.45,9528
77.78,10618
78.65,11105
77.92,10440
72.54,9061
69.22,8154
64.21,6781
66.31,6115
63.99,5884
62.13,5844
56.63,6057
54.26,6128
53.68,5778
54.32,5709
55.97,5454
61.05,5487
63.29,6384
63.32,7349
64.24,7895
67.65,7813
64.55,7853
65.66,7844
63.67,7300
65.05,6777
71,7055
77.71,7875
78.7,8625
76.33,8595
74.87,8431
67.98,7596
62.61,6166
64.71,4950
61.49,4931
55.76,5300
52.81,6057
51.39,7013
51.26,8215
50.72,8703
51.37,9042
52.02,9328
53.18,9019
59.32,9305
61.42,10506
61.02,11671
58.14,12186
53.68,12493
51.75,12858
51.33,12795
62.97,11082
70.8,12320
72.5,13200
71.5,13116
65.81,12431
63.28,12345
60.12,11846
53.73,12190
52.09,12750
48.24,13698
43.7,14499
42.22,14800
48.8,13800
52.31,12767
61.24,12241
67.18,12876
65.89,13534
64.94,14712
63.63,16179
63.16,16198
64.32,16025
63.75,15707
63.09,15602
63.62,15018
66.16,13503
72.57,13802
73.53,14046
72.83,14187
71.03,13438
64.15,12740
58.09,12303
54.62,12207
54.16,12195
52.45,12115
49.22,12288
48.51,12255
53.19,11833
61.86,10690
67.25,10696
71.54,11123
69.28,11637
69.24,12232
67.36,12576
68.54,12354
68.92,12180
66.82,11816
66.17,11702
66.28,11170
70.36,10304
76.16,11034
76.5,11596
76.3,11507
74.94,10446
71.52,8093
64.8,7038
63.07,6031
60.13,5776
54.28,5384
54.01,5357
54.56,5150
59.28,5103
71.05,5814
76.58,8007
76.65,8703
75.33,9210
75.3,9654
73.22,9360
71.86,8571
72.92,8644
73.25,8533
72.81,8305
72.88,7640
76.66,7298
80.46,8667
80.3,9457
80.43,9130
74.39,6431
66.06,4695
62.87,4326
70.06,4757
63.22,4287
60.71,4089
58.7,4119
55.93,4107
60.68,3812
65.21,4226
73.01,7603
76.47,8390
75.13,8658
72.77,9526
71.49,9520
68.8,8590
69.09,7918
68.78,7630
67.12,7536
66.05,6960
73.3,8083
80.81,8828
83.07,8865
73.88,8223
66.4,7310
62.73,6839
56.21,6470
59.56,6884
54.49,7451
49.7,8375
49.26,8376
48.18,8384
48.79,8177
55.65,7848
67.33,8482
74.33,9606
73.93,10364
73.63,10864
72.22,10706
69.1,10324
68.61,10226
67.49,9863
64.89,9048
65.22,8249
72.32,8662
77.81,9404
77.4,9818
70.96,8590
65.62,7895
63.62,7435
56.97,6863
64.51,6757
61.56,6486
55.43,6405
54.79,6463
54.33,6485
53.91,6280
54.6,6208
58.44,6141
62.19,6205
65.29,7746
68.31,9492
65.4,10287
63.2,10297
61.64,11175
57.29,12261
53.7,13018
54.51,13527
61.93,12400
65.67,12134
65.48,11992
62.8,11319
56.87,11161
55.65,11473
52.36,11030
53,11631
50.28,13289
43.55,13918
39.55,14790
33.15,14891
34.77,14859
37.96,14851
40.44,14715
42.3,14206
50.85,14866
51.83,15298
51.98,14761
53.37,15240
51.43,16572
49.6,17519
45.74,17665
45.13,17291
52.59,15987
57.28,15814
61.84,15654
58.83,15760
58.18,17038
56.66,16969
52.09,16500
28.36,17839
22.5,18944
23.4,19404
23.83,19678
20.32,18654
28.11,17866
43.18,17180
53.06,16669
57.51,16412
55.62,16161
55.62,15580
55.76,14735
55.72,14463
55.63,13291
56.27,11847
55.35,11057
57.63,10642
64.65,10556
75.87,11224
75.44,10969
75.55,10640
74.42,10301
70.18,8298
65.19,6627
64.04,5805
62.92,5353
61.38,4671
61.61,4654
61.48,4478
62.74,4540
65.58,4707
69.58,5733
74.62,6508
73.71,6946
72.83,7174
72.98,6516
71.04,6139
72,6592
71.64,5957
70.47,5583
71.04,6223
72.26,7242
76.62,8561
75.41,8499
73.03,7930
71.4,7418
65.15,6787
60.28,6375
61.86,6444
53.92,6567
50.21,6719
49.68,7526
49.42,8452
51.86,7765
66.11,9394
69.27,10234
69.54,11287
69.05,11733
68.66,11668
64.92,11501
64.88,11441
64.23,10747
64.62,11306
65.16,11526
70.62,11614
74.55,11791
73.01,11244
72.69,10366
69.81,10505
64.21,9354
63.27,8058
58.32,7443
54.99,7434
51.68,7386
51.29,7211
51.22,7215
51.5,7474
57.19,7356
68.84,8353
71.27,8781
69.02,9696
67.64,10624
65.55,11097
63.55,10935
63.78,10350
62.22,9765
63.18,9425
64.61,8933
69.11,9833
75.67,10640
73.42,9503
72.32,8855
68.95,7971
63.81,7076
58.48,6573
54.56,6443
50.88,7185
49.16,7862
48.73,8119
48.77,8076
49.66,7942
53.1,6893
64.9,7251
71.11,8850
69.21,9439
67.79,9844
67.15,9664
66.5,9580
66.23,9470
65.29,9289
65.25,8683
66.72,8678
71.55,11172
74.52,12163
72.44,11668
68.96,10717
65.75,10018
58.39,9870
53.33,10094
50.86,10538
49.96,11123
47.39,12228
45.25,12851
44.92,12742
45.02,12997
44.88,13238
49.01,12500
51.01,10827
53.43,9929
55.68,10769
54.84,11108
54.67,10787
56.55,10920
58.99,10636
55.78,10235
54.07,9380
58.26,9613
68.69,11244
69.2,11153
68.88,11168
68.47,10838
63.71,9417
55.4,7945
53.58,7811
51.23,8341
50.65,9561
49.93,9800
49.39,10073
49.38,10452
49.66,10538
49.49,10103
50.39,9944
53.03,9692
53.47,8417
58.82,8658
56.14,8803
63.85,9086
64.03,8885
54.87,7837
53.39,6992
56.33,6781
67.5,8167
71.49,8747
72.28,9588
73.26,9563
70.32,8568
64.62,6901
59.7,5954
53.12,5707
51.83,5658
51.21,5382
50.87,5297
52.12,4874
62.6,5470
71.43,7120
75.17,8491
72.6,8320
72.12,8500
70.32,8406
70.34,8441
71.07,8383
71.55,7536
70.6,7118
72.32,6999
76.78,8554
83.68,10334
82.83,9941
79.31,8643
75.67,8560
70.78,7001
68.89,5415
69.48,5372
67.78,5269
63.9,4259
62.62,4051
62.29,3677
61.54,3680
66.77,4891
73.09,6814
77.27,8970
76.48,9441
75.77,9983
75.59,10125
73.39,9443
73.26,9197
74.01,9283
73.84,9007
72.63,8587
74.72,9205
77.19,10962
77.1,11425
76.5,11541
71.79,10707
66.75,11307
61.93,10878
58.23,11264
52.05,12273
49.82,12959
49.21,13520
49.33,13936
50.22,13545
52.7,12132
63.09,12106
68.32,12571
67.66,13105
67.01,13414
65.34,13720
65.44,13853
65.74,13729
64.45,12921
64.74,12101
65.71,11649
68.64,12656
74.13,13946
75.32,14127
75.39,14048
73.96,13215
67.08,11890
64.29,10348
63.26,21001
60.16,20281
56.48,19700
55.26,18987
55.31,17923
58.71,17363
63.01,17351
68.98,16314
74.22,16769
72.41,17279
74.9,17871
74.67,18809
75.45,19194
74.4,19574
74.86,20076
74.48,20409
74.63,19198
75.24,16998
80.87,16305
81.17,16795
80.97,16117
78.91,15758
75.67,14704
74.38,13107
74.36,21501
71.91,21399
67.7,21727
61.39,22119
60.4,22649
66.07,22914
72.14,22303
73.9,22977
78.02,22611
75.57,23226
76.83,24003
75.91,24276
75.19,24946
74.2,24465
73.19,24356
74.21,23514
74.96,23409
75.18,23353
78.52,23324
78.29,23891
77.95,23692
72.59,23729
70.08,23557
68.22,24588
73.54,15771
65.35,15093
58.05,14651
57.39,13371
56.76,12906
56.06,12918
56.89,13100
59.1,14100
64.64,15332
67.73,16547
71.79,18274
64.8,19131
65.38,18587
63.28,18231
57.72,18292
55.91,18438
57.56,18162
65.42,18776
73.32,16980
74.27,16921
67.26,16504
61.17,16329
59.17,15588
56.53,15169
54.87,16779
50.7,16524
49.67,15970
43.41,15319
41.47,15045
41.53,14757
42.79,15301
47.23,16441
49.12,17590
51.17,19083
53.1,19989
54.38,20862
54.26,21516
55.94,21570
56.2,21234
56.68,20942
55.16,20227
57.16,19913
65.9,19506
68.24,19116
70.99,19351
71.74,18998
67.73,17644
61.52,16750
56.59,13877
52.37,14498
51.33,14960
51.07,15268
49.99,15336
51.02,15663
61.35,15929
71.07,15569
75.03,16601
73.78,17778
75.87,18902
74.26,19561
72.89,19198
69.65,18713
70.39,18125
72.53,17788
73.66,17594
75.04,17076
79.62,17258
80.45,16876
79.04,16593
73.47,16546
70.38,16037
68.68,15267
70.56,10890
67.38,9945
65.04,8823
60.53,8428
59.37,7815
59.83,7629
68.39,7567
71.81,7177
69.63,8138
69.96,9839
71.68,11470
71.85,12283
70.35,12864
70.42,13012
70.85,13572
71.61,14111
71.51,15229
73.03,15585
77.72,15502
78.9,14376
76.15,12656
72.14,11518
69.85,12402
67.12,11238
71.49,9190
66.41,7928
59.79,8051
57.44,7919
57.46,7684
59.05,7672
66.06,7425
74.76,7485
76.61,8687
75.34,11961
75.86,13947
73.65,14615
72.91,15471
71.42,15963
70.84,15980
69.76,15841
71.43,15496
75.71,15859
79.59,15843
78.8,15419
76.52,14485
72.26,12989
65.67,12723
63.75,10979
61.87,11209
57.57,10445
53.38,9965
50.85,9614
50.61,8952
52.22,8002
57.67,7678
64.39,7658
65.46,8806
63.84,10868
63.34,13142
60.84,14414
58.88,15139
58.06,15401
57.39,14989
56.91,14176
58.43,14145
66,13766
74.66,12686
73.17,11944
69.96,10910
64.8,10852
62.09,10616
57.71,9194
56.63,6150
54.56,6024
52.76,6137
51.55,6755
49.29,7014
51.78,6463
57.16,6500
66.2,7289
70.3,8381
69.13,9699
68.74,11586
66.36,13050
63.3,13727
61.99,14429
62.07,14437
63.63,14699
63.64,14885
72.92,14980
77.06,15379
74.72,14191
71.36,13170
68.75,12862
64.72,10972
60.72,10334
59.68,7385
55.6,7539
54.26,7841
52.2,8998
52.31,8685
51.97,8036
53.7,7316
57.57,7204
60.84,6884
65.06,7435
67.77,8272
67.33,8960
65.46,8998
67.08,9361
67.05,8710
65.71,7476
65.77,7124
68.19,6834
73.98,6964
74.07,8117
74.34,9017
74,8759
72,7622
68.83,6173
71.19,6626
68.89,6488
65.19,6401
62.11,6145
59.7,6302
59.11,6440
56.18,6535
58.96,6420
60.25,6294
64.71,7391
67.94,7695
67.8,8103
68.02,8231
69.42,7646
67.99,7261
65.39,5731
65.22,5782
68.07,6510
74.27,6978
75.6,7317
74.68,6648
74.53,5973
72.58,5459
69.07,4815
68.21,5852
63.27,5493
56.44,5555
55.07,5494
54.59,5610
56.06,5520
64.37,5230
72.64,7619
77.37,9316
76.3,9662
77.54,9866
76.31,9516
76.21,9267
74.64,8261
74.09,7820
